ㄱㅏ	0.001994853450723042	0.47363226316719714
ㄱㅓ	0.0630487398636519	1.406872492173769E-5
ㄱㅗ	0.013877215204404507	0.20322676443771254
ㄱㅜ	0.012060776164937973	0.2444183717445238
ㄱㅡ	0.03213028920790106	0.027519899921253123
ㄱㅣ	0.044675616574508935	0.0018378013100548366
ㄱㅔ/ㅐ	0.0663074155268084	2.0128370590972185E-6
ㄱㅢ	0.010648290408209818	0.6488787586254509
ㄱㅝ	0.08228357433384108	1.7694249459889662E-5
ㄱㅘ	0.13303630712887932	1.7232789342165285E-12
ㄱㅚ/ㅞ/ㅙ	0.025128678661684105	0.08938411622265165
ㄱㅟ	0.019115089775796495	0.18433166526096306
ㄱㅖ/ㅒ	0.01739919274654932	0.3153364887352072
ㄱㅑ	0.04051178283423169	0.001965444949781133
ㄱㅛ	0.021319982230884337	0.17691571315934312
ㄱㅠ	0.007297655221749251	0.40562696305578
ㄱㅕ	0.09998570671673632	4.307168503888477E-9
ㄴㅏ	0.026669812546481816	0.05350326966344265
ㄴㅓ	0.03574294342645258	0.011063454897050651
ㄴㅗ	0.012553104223853783	0.23471404543436686
ㄴㅜ	0.0026285022056125366	0.48461777693787433
ㄴㅡ	0.04798557373543624	0.0030301306946021642
ㄴㅣ	0.03498682200467984	0.012378216577055899
ㄴㅔ/ㅐ	0.009854812145013735	0.2997673035491905
ㄴㅢ	0.006813216495040627	0.8313851749788214
ㄴㅝ	0.005832204513201992	0.5757834183933018
ㄴㅘ	0.03436904767071226	0.009477428537988468
ㄴㅚ/ㅞ/ㅙ	0.025304890861845765	0.07919465442651802
ㄴㅟ	0.009675454688834783	0.3813986053270082
ㄴㅖ/ㅒ	0.03549975430947029	0.07826473982411723
ㄴㅑ	0.004379647128395091	0.47819760593876054
ㄴㅛ	0.013641406182671425	0.47735960860543974
ㄴㅠ	0.007655795220146842	0.42421658159894093
ㄴㅕ	0.00519429884418692	0.4356770135774682
ㄷㅏ	0.07032939887719179	9.386746525230448E-6
ㄷㅓ	0.01180735720947545	0.2533717941910707
ㄷㅗ	0.03689876131822504	0.012847512094832337
ㄷㅜ	0.03994372390428603	0.004753511010115991
ㄷㅡ	0.06877918970965076	4.211814254931771E-5
ㄷㅣ	0.047062913660294824	8.888249770445626E-4
ㄷㅔ/ㅐ	0.032941850949039286	0.017864541401954356
ㄷㅢ	0.007969411070908988	0.7788859967011884
ㄷㅝ	9.703253280626009E-4	0.5827446497778644
ㄷㅘ	0.040201433376283714	0.0018269004962694093
ㄷㅚ/ㅞ/ㅙ	0.002493737393687945	0.5829396076792177
